time_in_cycles,setting_1,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,failure
17,0.0004,100,518.67,642.28,1588.84,1399.99,14.62,21.6,554.27,2388.01,9054.46,47.14,522.03,2387.98,8142.81,392,2388,100,38.98,23.4349,0
18,24.9991,60,462.54,536.94,1261.5,1046.41,7.05,9.03,175.57,1915.4,8011.14,36.6,165.23,2028.28,7877.84,306,1915,84.93,14.35,8.5961,0
19,24.9994,60,462.54,536.92,1254.79,1046.45,7.05,9.02,176.08,1915.43,8013.89,36.46,164.67,2028.32,7874.97,307,1915,84.93,14.33,8.5398,0
20,42,100,445,549.06,1348.43,1119.78,3.91,5.72,138.82,2212.03,8319.71,42.11,130.81,2388.1,8092.57,330,2212,100,10.58,6.3313,0
21,42.0071,100,445,549.39,1346.96,1121.01,3.91,5.72,138.37,2211.97,8321.76,41.92,131.05,2388.12,8083.58,330,2212,100,10.57,6.4168,0
22,20.0058,100,491.19,606.78,1477.53,1251.68,9.35,13.65,334.94,2323.94,8731.21,44.17,315.45,2388.06,8064.56,363,2324,100,24.57,14.8587,0
23,42.004,100,445,549.4,1356.26,1117.23,3.91,5.71,138.11,2211.98,8318.84,41.88,130.59,2388.08,8090.65,331,2212,100,10.58,6.3828,0
24,10.0033,100,489.05,604.54,1500.13,1299.38,10.52,15.49,395.6,2318.8,8782.04,45.04,371.46,2388.05,8133.63,369,2319,100,28.71,17.1993,0
25,42.0035,100,445,549.28,1349.47,1123.7,3.91,5.72,138.8,2211.97,8324.23,41.9,130.7,2388.11,8090.54,329,2212,100,10.59,6.3452,0
26,0.0008,100,518.67,642.38,1586.49,1395.7,14.62,21.61,554.67,2387.97,9061.05,47.29,522.13,2387.97,8147.2,392,2388,100,38.96,23.3949,0
27,35.0044,100,449.44,555.44,1358.83,1124.35,5.48,8,194.84,2223.07,8350.58,41.75,183.8,2388.09,8073.59,331,2223,100,14.87,9.0299,0
28,0.0014,100,518.67,642.06,1577.16,1399.44,14.62,21.61,554.31,2387.98,9060.88,46.98,522.56,2388,8137.91,391,2388,100,39.04,23.44,0
29,20.0016,100,491.19,606.85,1483.65,1243.37,9.35,13.65,335.41,2323.95,8725.76,44.11,315.57,2388.09,8061.31,364,2324,100,24.51,14.8012,0
30,25.0043,60,462.54,536.72,1261.97,1046.5,7.05,9.02,175.43,1915.39,8020.21,36.47,164.31,2028.25,7874.7,307,1915,84.93,14.35,8.6325,0
31,41.9998,100,445,549.31,1346.21,1124.9,3.91,5.71,139.35,2212.03,8323.7,41.6,131.16,2388.05,8083.2,329,2212,100,10.6,6.381,0
32,0.001,100,518.67,641.99,1579.12,1392.58,14.62,21.61,554.92,2388.02,9058.97,47.31,522.2,2388.03,8144.13,391,2388,100,38.9,23.4616,0
33,20.0061,100,491.19,607.17,1476.36,1242.89,9.35,13.65,334.57,2323.95,8724.51,44.3,315.19,2388.08,8061.68,365,2324,100,24.69,14.6563,0
34,0,100,518.67,642.25,1585.66,1394.19,14.62,21.61,554.55,2388,9059.9,47.13,522.32,2388.08,8141.59,391,2388,100,38.96,23.3683,0
35,35.0043,100,449.44,555.12,1352.99,1119.53,5.48,8,195.24,2223.02,8354.47,41.64,182.67,2388.11,8068.02,333,2223,100,14.93,8.9968,0
36,35.006,100,449.44,555.42,1359.12,1125.85,5.48,8,194.76,2223.05,8351.12,41.59,183.23,2388.11,8066.87,332,2223,100,14.83,8.9901,0
37,10.0007,100,489.05,603.93,1495.79,1305.76,10.52,15.49,394.54,2318.79,8784.67,45.16,371.86,2388,8141.47,368,2319,100,28.56,17.191,0
38,20.0071,100,491.19,606.74,1484.07,1245.99,9.35,13.65,334.82,2323.91,8729.95,44.09,314.45,2388.11,8063.45,364,2324,100,24.66,14.7486,0
39,42.0027,100,445,549.71,1356.82,1114.69,3.91,5.71,139.43,2212.05,8322.3,41.76,130.74,2388.13,8087.32,330,2212,100,10.63,6.4272,0
40,35.0029,100,449.44,555.84,1362.09,1122.28,5.48,8,194.47,2223.05,8352.9,41.53,182.99,2388.16,8073.95,332,2223,100,14.99,8.9499,0
41,10.0045,100,489.05,604.01,1498.23,1306.7,10.52,15.49,394.97,2318.83,8779.6,45.06,372.25,2388.02,8135.72,367,2319,100,28.65,17.0981,0
42,42.0044,100,445,548.9,1354.39,1123.08,3.91,5.71,138.96,2211.99,8320.91,41.8,130.68,2388.13,8087.15,330,2212,100,10.49,6.3679,0
43,42.0005,100,445,549.16,1342.71,1122.17,3.91,5.72,139.14,2211.98,8325.77,41.86,130.89,2388.14,8092.21,329,2212,100,10.56,6.3764,0
44,42.007,100,445,549.4,1350.6,1117.16,3.91,5.72,139.19,2212.05,8320.79,41.69,129.97,2388.11,8087.59,328,2212,100,10.5,6.3445,0
45,42.0023,100,445,549.51,1344.62,1121.55,3.91,5.71,139.77,2212.01,8315.11,41.85,130.98,2388.12,8087.88,330,2212,100,10.54,6.4222,0
46,42.0044,100,445,549.35,1350.36,1121.99,3.91,5.71,138.43,2212.05,8324.53,41.9,131.06,2388.07,8089.02,331,2212,100,10.75,6.519,0
47,0.0022,100,518.67,641.98,1592.28,1397.54,14.62,21.61,554.82,2388.02,9063.22,47.26,522.31,2388,8143.47,393,2388,100,38.93,23.3836,0
48,20.0015,100,491.19,607.81,1477.86,1249.23,9.35,13.65,335.49,2323.95,8720.32,44.23,315.52,2388.1,8068.84,365,2324,100,24.66,14.7153,0
49,9.9988,100,489.05,604.29,1493,1295.58,10.52,15.49,395.44,2318.86,8779.82,45.04,372.21,2388.1,8137.41,368,2319,100,28.48,17.226,0
50,10.0031,100,489.05,604.62,1495.83,1304.74,10.52,15.49,395.06,2318.83,8783.84,45.3,372.35,2388.04,8133.34,369,2319,100,28.67,17.2609,0
51,35.0049,100,449.44,555.59,1363.4,1131.23,5.48,8,194.6,2223.01,8347.36,41.84,183.06,2388.09,8067.74,332,2223,100,14.91,8.8902,0
52,24.9983,60,462.54,536.77,1261.37,1042.25,7.05,9.03,175.66,1915.42,8010.82,36.63,164.91,2028.26,7875.04,305,1915,84.93,14.41,8.6315,0
53,42.0064,100,445,549.33,1344.68,1118.18,3.91,5.72,138.63,2212.01,8322.25,42.08,130.41,2388.06,8086.72,330,2212,100,10.62,6.4579,0
54,41.9988,100,445,549.12,1350.53,1118.78,3.91,5.71,139.07,2211.98,8326.13,41.87,131.11,2388.11,8086.51,329,2212,100,10.77,6.366,0
55,41.9989,100,445,549.56,1344.12,1120.26,3.91,5.72,138.93,2212.04,8325.69,42.01,131.05,2388.12,8091.07,330,2212,100,10.59,6.4173,0
56,35.0013,100,449.44,554.85,1360.94,1120.43,5.48,8,194.89,2223.06,8355.57,41.77,183.66,2388.08,8069.97,332,2223,100,14.93,8.9932,0
57,0.0005,100,518.67,641.92,1572.39,1392.51,14.62,21.61,554.28,2387.97,9060.73,47.17,522.68,2388.02,8147.84,392,2388,100,38.98,23.4157,0
58,24.9983,60,462.54,536.79,1259.24,1037.73,7.05,9.03,176.02,1915.44,8005.92,36.56,164.97,2028.33,7878.09,307,1915,84.93,14.38,8.5638,0
59,25.0051,60,462.54,536.29,1259.37,1046.06,7.05,9.03,175.04,1915.44,8003.97,36.56,164.93,2028.28,7878.26,307,1915,84.93,14.48,8.58,0
60,0.0023,100,518.67,642.19,1581.08,1398.07,14.62,21.61,553.4,2388,9062.88,47.2,521.78,2387.93,8139.29,391,2388,100,38.89,23.4173,0
61,34.9994,100,449.44,555.7,1360.78,1125.93,5.48,8,194.85,2223.03,8356.61,41.78,183.74,2388.02,8072.84,332,2223,100,14.88,9.0372,0
62,42.004,100,445,549.55,1344.67,1116.74,3.91,5.71,138.49,2212.02,8323.78,41.83,130.92,2388.11,8090.56,329,2212,100,10.65,6.3962,0
63,25.0012,60,462.54,536.53,1258.17,1047.01,7.05,9.03,175.65,1915.4,8018.39,36.26,164.56,2028.37,7880.33,306,1915,84.93,14.21,8.524,0
64,20.0071,100,491.19,607.66,1474,1244.73,9.35,13.65,335.4,2323.95,8723.61,44.23,315.38,2388.01,8065.79,364,2324,100,24.48,14.7343,0
65,42.0051,100,445,548.72,1348.55,1123.26,3.91,5.71,138.87,2212.04,8323.73,41.87,130.66,2388.14,8094.76,328,2212,100,10.48,6.3774,0
66,35.0029,100,449.44,555.44,1369.81,1113.7,5.48,8,194.73,2223.06,8350.17,41.71,182.95,2388.09,8070.39,334,2223,100,14.78,8.9587,0
67,25.0008,60,462.54,536.42,1259.82,1044.25,7.05,9.02,175.74,1915.4,8012.99,36.65,164.98,2028.29,7873.46,306,1915,84.93,14.31,8.6224,0
68,42.0024,100,445,549.59,1356.57,1122.35,3.91,5.72,139.53,2212.06,8326.23,41.75,130.58,2388.14,8088.01,333,2212,100,10.65,6.3889,0
69,35.0074,100,449.44,555.15,1357.89,1123.12,5.48,8,194.81,2223.02,8352.54,41.59,183.17,2388.15,8071.2,333,2223,100,15.04,9.0009,0
70,0.0007,100,518.67,642.19,1589.03,1402.45,14.62,21.6,555.45,2388.03,9056.04,47.36,522.65,2387.98,8143.68,393,2388,100,39.14,23.4271,0
71,20.0054,100,491.19,607.64,1476.65,1249.09,9.35,13.65,335.25,2323.98,8729.2,44.26,315.54,2388.04,8064.86,364,2324,100,24.72,14.7029,0
72,20.0061,100,491.19,606.97,1483.04,1242.45,9.35,13.65,335.44,2323.91,8725.3,44.37,315.6,2388.1,8067.56,364,2324,100,24.65,14.7102,0
73,42.0037,100,445,549.66,1347.07,1119.85,3.91,5.72,139.21,2212.02,8333.61,41.88,130.84,2388.1,8082.72,328,2212,100,10.62,6.3368,0
74,35.0027,100,449.44,555.05,1359.4,1123.05,5.48,8,195.1,2223.08,8353.01,41.92,182.98,2388.09,8073.46,332,2223,100,14.96,9.0073,0
75,10.0012,100,489.05,604.66,1493.83,1300.12,10.52,15.49,394.93,2318.84,8786.47,45.02,372.39,2388.06,8134.01,368,2319,100,28.58,17.3007,0
76,35.0006,100,449.44,555.31,1358.39,1128.98,5.48,8,194.52,2223.03,8349.95,41.56,183.45,2388.1,8076.45,334,2223,100,15.04,8.9349,0
77,42.0055,100,445,549.55,1353.98,1117.59,3.91,5.72,139.19,2212.04,8323.99,41.94,130.82,2388.19,8093.19,330,2212,100,10.72,6.3576,0
78,35.0075,100,449.44,555.51,1366.26,1126.99,5.48,8,194.73,2222.97,8358.08,41.74,183.3,2388.09,8067.54,334,2223,100,15.02,8.8948,0
79,10.0029,100,489.05,604.31,1494.46,1297.02,10.52,15.49,395.01,2318.87,8785.87,45.03,372.43,2388.05,8133.31,368,2319,100,28.78,17.2272,0
80,42.003,100,445,549.35,1348.88,1125.78,3.91,5.71,139.36,2211.99,8332.86,41.95,130.96,2388.13,8084.75,330,2212,100,10.57,6.4354,0
81,0.0015,100,518.67,642.4,1589.34,1396.98,14.62,21.61,553.6,2387.98,9056,47.04,522.81,2388.06,8138.19,388,2388,100,39.04,23.4096,0
82,20.0065,100,491.19,606.77,1479.63,1249.07,9.35,13.65,335.52,2323.93,8719.77,44.23,315.59,2388.09,8065.6,363,2324,100,24.65,14.869,0
83,10.0066,100,489.05,604.1,1493.25,1304.57,10.52,15.49,394.95,2318.85,8785.87,45.18,372.13,2388.06,8137.99,368,2319,100,28.68,17.2257,0
84,25.0002,60,462.54,536.45,1255.87,1040.1,7.05,9.02,176.35,1915.41,8013.17,36.66,165.08,2028.34,7873.15,308,1915,84.93,14.25,8.6139,0
85,10.0026,100,489.05,604.57,1494.66,1301.11,10.52,15.49,395.06,2318.87,8788.96,45.24,371.7,2388.04,8140.83,367,2319,100,28.78,17.1831,0
86,0.0028,100,518.67,642.13,1579.5,1402.66,14.62,21.61,554.04,2388.04,9055.79,47.11,522.37,2388.05,8143.18,392,2388,100,39.08,23.4155,0
87,42.0017,100,445,549.21,1348,1123.01,3.91,5.71,138.82,2212.04,8320.22,41.96,130.28,2388.1,8094.59,330,2212,100,10.78,6.4501,0
88,20.0056,100,491.19,606.59,1479.05,1242.29,9.35,13.65,335.13,2323.87,8729.23,43.97,315.05,2388.11,8068.61,364,2324,100,24.72,14.7534,0
89,42.003,100,445,549.49,1357.76,1116.65,3.91,5.72,138.6,2212.01,8327.12,41.8,130.66,2388.11,8090.82,328,2212,100,10.54,6.4235,0
90,19.9981,100,491.19,606.7,1476.15,1242.87,9.35,13.65,335.97,2323.95,8731.71,44.21,314.58,2388.04,8069.09,365,2324,100,24.48,14.7709,0
91,42.0055,100,445,549.37,1346.4,1123.06,3.91,5.71,138.82,2212.04,8325.17,42.06,130.87,2388.13,8088.35,331,2212,100,10.45,6.3172,0
92,25.0035,60,462.54,536.75,1254.94,1043.29,7.05,9.02,176.02,1915.39,8010.26,36.52,164.75,2028.32,7873.92,306,1915,84.93,14.44,8.5444,0
93,25.0067,60,462.54,536.73,1269.73,1039.95,7.05,9.02,176.28,1915.44,8013.17,36.51,164.58,2028.34,7876.24,307,1915,84.93,14.34,8.6291,0
94,42.0048,100,445,549.04,1352.22,1114.87,3.91,5.71,138.33,2212.04,8322,41.75,130.46,2388.12,8092.06,331,2212,100,10.78,6.3296,0
95,25.0037,60,462.54,536.24,1255.36,1044.83,7.05,9.02,175.74,1915.47,8020.07,36.54,164.5,2028.35,7874.84,306,1915,84.93,14.15,8.6713,0
96,35.0065,100,449.44,555.78,1355.93,1128.07,5.48,8,194.36,2223.02,8353.47,41.55,183.12,2388.13,8074.17,333,2223,100,14.91,9.037,0
97,35.005,100,449.44,555.53,1356.69,1116.66,5.48,8,194.89,2223.07,8359.78,41.66,183.31,2388.18,8078.33,334,2223,100,15.19,8.882,0
98,42.007,100,445,549.13,1349.3,1123.59,3.91,5.71,138.79,2212.09,8335.57,41.84,130.91,2388.18,8094.75,328,2212,100,10.72,6.3436,0
99,25.0042,60,462.54,536.5,1258.61,1037.78,7.05,9.03,175.91,1915.42,8015.73,36.63,163.98,2028.32,7875.5,308,1915,84.93,14.31,8.5138,0
100,34.9988,100,449.44,555.42,1363.97,1131.17,5.48,8,195.33,2223.04,8353.28,41.57,183.39,2388.1,8077.05,333,2223,100,14.93,8.9538,0
101,25.0032,60,462.54,536.76,1262.8,1044.35,7.05,9.02,176.21,1915.44,8018.2,36.55,164.3,2028.36,7879.57,306,1915,84.93,14.28,8.5648,0
102,35.0003,100,449.44,555.42,1366.71,1130.49,5.48,8,195.7,2223.08,8350.05,41.68,182.64,2388.17,8076.07,334,2223,100,14.9,8.9333,0
103,34.999,100,449.44,555.29,1362.23,1125.46,5.48,8,193.97,2223.09,8355.64,41.83,183.41,2388.15,8072.59,333,2223,100,15.05,8.8533,0
104,20.0025,100,491.19,607.33,1484.5,1240.62,9.35,13.65,334.98,2323.93,8731.08,44.55,315.51,2388.04,8068.37,364,2324,100,24.53,14.7689,0
105,0.0007,100,518.67,642.35,1590.25,1401.84,14.62,21.61,553.9,2387.97,9064.64,47.28,522.18,2388.07,8144.33,392,2388,100,39,23.3781,0
106,0.0014,100,518.67,641.99,1595.01,1403.94,14.62,21.61,554.77,2388.07,9058.73,47.15,522.3,2387.99,8143.76,392,2388,100,39.01,23.3408,0
107,42.0011,100,445,548.83,1357.42,1124.91,3.91,5.71,138.61,2212.07,8322.39,41.96,130.41,2388.1,8090.01,331,2212,100,10.58,6.4979,0
108,0.0023,100,518.67,641.88,1582.49,1396.73,14.62,21.61,554.23,2388.06,9062.66,47.19,522.3,2388.03,8140.01,392,2388,100,39.06,23.421,0
109,34.9994,100,449.44,555.23,1364.86,1124.68,5.48,8,195.25,2223.09,8356,41.74,183.4,2388.18,8078.83,333,2223,100,14.72,9.0172,0
110,42.0045,100,445,549.47,1349.64,1121.57,3.91,5.71,138.97,2212.07,8326.67,41.78,130.83,2388.16,8087.93,329,2212,100,10.56,6.4468,0
111,9.9994,100,489.05,604.32,1498.51,1306.01,10.52,15.49,394.39,2318.87,8786.95,45.27,372.14,2388.05,8143.45,368,2319,100,28.67,17.3178,0
112,10.0044,100,489.05,604.7,1494.03,1298.35,10.52,15.49,394.91,2318.9,8780.84,45.33,371.62,2388.04,8140.95,368,2319,100,28.74,17.1266,0
113,20.0049,100,491.19,607.17,1479.64,1250.08,9.35,13.65,334.78,2323.95,8728.03,44.3,315.58,2388.1,8070.54,363,2324,100,24.55,14.7722,0
114,42.0022,100,445,549.32,1343.54,1119.36,3.91,5.71,138.91,2212.13,8332.21,41.93,130.7,2388.2,8087.71,329,2212,100,10.73,6.3739,0
115,42.0058,100,445,549.54,1354.56,1123.36,3.91,5.72,138.91,2212.05,8329,41.85,130.74,2388.16,8090.04,330,2212,100,10.67,6.3028,0
116,35.001,100,449.44,555.41,1361.71,1129.83,5.48,8,194.03,2223.08,8354.71,41.71,182.88,2388.19,8074.46,333,2223,100,14.86,8.9198,0
117,19.9992,100,491.19,607.34,1480.08,1253.71,9.35,13.65,335.42,2323.95,8727.82,44.19,315.32,2388.02,8069.22,364,2324,100,24.6,14.6654,0
118,20.0001,100,491.19,606.97,1483.75,1245.58,9.35,13.65,334.97,2323.94,8730.07,44.04,314.75,2388.05,8067.76,365,2324,100,24.55,14.6975,0
119,20.0003,100,491.19,606.6,1482.46,1243.99,9.35,13.65,335.81,2323.98,8725.52,44.32,315.42,2388.11,8067.27,364,2324,100,24.33,14.7375,0
120,9.9989,100,489.05,604.64,1496.11,1305.09,10.52,15.49,395.94,2318.85,8784,45.36,371.66,2388.05,8142.32,369,2319,100,28.7,17.0987,0
121,35.0067,100,449.44,555.1,1363.3,1129.8,5.48,8,195.27,2223.12,8357.15,41.79,183.35,2388.22,8081.97,332,2223,100,14.9,8.9211,0
122,25.0024,60,462.54,536.72,1253.81,1050.14,7.05,9.03,175.38,1915.47,8020.05,36.73,164.88,2028.43,7881.47,307,1915,84.93,14.19,8.4896,0
123,20.0072,100,491.19,607.24,1484.11,1247.84,9.35,13.65,335.02,2323.92,8726.2,44.34,315.59,2388.08,8072.5,364,2324,100,24.38,14.739,0
124,25.002,60,462.54,536.8,1258.08,1038.33,7.05,9.02,175.17,1915.46,8022.71,36.6,164.71,2028.36,7882.25,306,1915,84.93,14.08,8.6172,0
125,25.0013,60,462.54,536.76,1258.04,1042.22,7.05,9.03,175.9,1915.51,8017.19,36.54,165.29,2028.38,7879.5,306,1915,84.93,14.37,8.5135,0
126,20.0008,100,491.19,607.69,1481.5,1243.83,9.35,13.65,334.22,2324,8737.11,44.2,314.98,2388.07,8077.13,363,2324,100,24.49,14.605,0
127,42.0067,100,445,549.64,1343.79,1117.78,3.91,5.72,139.01,2212.16,8329.86,41.95,130.51,2388.23,8093.07,329,2212,100,10.76,6.4704,0
128,42.0003,100,445,549.61,1356.09,1117.04,3.91,5.71,138.78,2212.1,8335.71,42.19,130.44,2388.23,8096.25,329,2212,100,10.72,6.2447,0
129,35.0001,100,449.44,555.87,1368.3,1126.37,5.48,8,194.62,2223.06,8358.92,41.59,183.2,2388.19,8078.04,333,2223,100,14.89,8.9548,0
130,0.0022,100,518.67,642.23,1588.74,1398.85,14.62,21.61,555.03,2387.99,9072.57,47.44,522.18,2388.02,8149.62,392,2388,100,38.92,23.4464,0
131,35.0027,100,449.44,556.23,1362.69,1119.95,5.48,8,194.66,2223.1,8361.27,41.78,183.55,2388.21,8080.18,333,2223,100,14.9,8.9314,0
132,0.0011,100,518.67,642.63,1591.12,1402.07,14.62,21.61,552.93,2387.99,9069.17,47.35,522.01,2388.01,8151.67,393,2388,100,38.94,23.3977,0
133,25.0073,60,462.54,536.58,1259.03,1042.18,7.05,9.03,175.19,1915.5,8019,36.57,164.66,2028.44,7878.79,307,1915,84.93,14.25,8.6143,0
134,35.0077,100,449.44,555.34,1370.29,1120.36,5.48,8,194.05,2223.1,8361.05,41.84,182.95,2388.14,8077.48,333,2223,100,15.12,8.9185,0
135,25.0034,60,462.54,536.51,1259.77,1049.38,7.05,9.03,175.78,1915.51,8015.85,36.64,164.76,2028.36,7879.78,307,1915,84.93,14.19,8.5628,0
136,42.0074,100,445,549.38,1354.69,1121.59,3.91,5.72,138.9,2212.02,8327.21,41.82,130.62,2388.28,8088.7,330,2212,100,10.58,6.445,0
137,42.007,100,445,549.48,1352.81,1125.19,3.91,5.72,138.97,2212.14,8338.29,42.02,130.77,2388.21,8089.84,329,2212,100,10.5,6.3922,0
138,42.0022,100,445,549.74,1345.78,1124.89,3.91,5.71,138.81,2212.14,8336.41,41.98,130.64,2388.09,8089.43,331,2212,100,10.7,6.2752,0
139,24.9989,60,462.54,536.57,1256.65,1044.92,7.05,9.03,175.43,1915.52,8026.9,36.73,164.57,2028.42,7882.14,307,1915,84.93,14.3,8.4652,0
140,35.0014,100,449.44,555.58,1365.23,1125.4,5.48,8,194.89,2223.14,8359.82,41.71,183.19,2388.24,8072.56,334,2223,100,14.84,8.9558,0
141,20.0026,100,491.19,607.46,1479.78,1247.15,9.35,13.65,334.94,2323.98,8736.86,44.23,315.64,2388.12,8067.7,364,2324,100,24.64,14.8816,0
142,35.0035,100,449.44,555.36,1360.19,1121.98,5.48,8,194.75,2223.11,8358.75,41.71,183.26,2388.17,8075.26,332,2223,100,14.96,8.9237,0
143,35.0014,100,449.44,555.79,1362.61,1125.96,5.48,8,194.09,2223.15,8362.74,41.81,183.03,2388.18,8075.32,334,2223,100,14.8,8.9,0
144,10.0021,100,489.05,604.75,1494.86,1304.83,10.52,15.49,394.62,2318.86,8788.36,44.99,371.86,2388.06,8134.94,370,2319,100,28.54,17.2189,0
145,20.0073,100,491.19,607.03,1482.28,1241.96,9.35,13.65,335.11,2323.94,8728.57,44.21,314.85,2388.16,8072.21,364,2324,100,24.48,14.7011,0
146,24.9987,60,462.54,536.92,1260.05,1041.76,7.05,9.02,175.23,1915.53,8018.11,36.4,164.99,2028.38,7881.96,307,1915,84.93,14.26,8.5534,0
147,24.9986,60,462.54,536.46,1250.94,1043.13,7.05,9.03,175.28,1915.52,8019.77,36.72,164.66,2028.42,7882.97,307,1915,84.93,14.09,8.6936,0
148,10.0018,100,489.05,604.61,1507.55,1295.47,10.52,15.49,395.15,2318.9,8788.04,45.19,371.6,2388.05,8140.48,368,2319,100,28.43,17.1288,0
149,35.001,100,449.44,555.73,1364.17,1123.36,5.48,8,195.24,2223.14,8360.8,41.75,182.94,2388.23,8074.51,333,2223,100,14.77,8.979,0
150,25.0057,60,462.54,536.54,1259.17,1047.15,7.05,9.03,175.45,1915.55,8019.84,36.55,164.36,2028.45,7885.78,306,1915,84.93,14.33,8.5725,0
151,42.0015,100,445,549.13,1352.82,1118.24,3.91,5.71,139.64,2212.17,8328.67,41.93,130.62,2388.17,8094.7,329,2212,100,10.67,6.394,0
152,0.0027,100,518.67,642.33,1591.76,1396.18,14.62,21.61,553.89,2388.03,9069.57,47.54,521.81,2388.07,8147.52,393,2388,100,38.98,23.3903,0
153,9.9984,100,489.05,604.68,1497.69,1307.5,10.52,15.49,394.25,2318.92,8788.97,45.29,372.11,2388.11,8137.73,368,2319,100,28.55,17.1176,0
154,9.9983,100,489.05,604.82,1500.86,1307.2,10.52,15.49,394.85,2318.82,8787.32,45.41,371.93,2388.03,8144.78,369,2319,100,28.82,17.0682,0
155,0.001,100,518.67,642.2,1583.04,1401.87,14.62,21.61,553.87,2388.02,9072.94,47.17,521.62,2388.05,8150.14,392,2388,100,38.97,23.3335,0
156,35.008,100,449.44,555.37,1360.2,1134.16,5.48,8,194.51,2223.13,8366.65,41.9,183.95,2388.24,8080.6,334,2223,100,14.9,8.8625,0
157,0.0021,100,518.67,642.22,1581.42,1397.55,14.62,21.61,553.96,2388.05,9074.7,47.46,522.32,2388.08,8146.58,393,2388,100,38.96,23.3612,0
158,42.0048,100,445,548.86,1346.37,1127.27,3.91,5.71,138.7,2212.2,8326.15,42.01,131.06,2388.26,8094.74,331,2212,100,10.46,6.3178,0
159,20.0055,100,491.19,607.86,1489.91,1254.66,9.35,13.65,335.46,2324.01,8738.3,44.19,315.82,2388.13,8075.62,365,2324,100,24.6,14.6542,0
160,35.0029,100,449.44,555.62,1364.26,1130.32,5.48,8,194.78,2223.11,8363.96,42.03,182.87,2388.23,8080.21,333,2223,100,14.95,8.8717,0
161,10.0069,100,489.05,604.41,1501.2,1305.5,10.52,15.49,394.83,2318.92,8790.31,45.44,372.23,2388.14,8141.92,370,2319,100,28.35,17.1851,0
162,10.004,100,489.05,605.23,1500.04,1304.69,10.52,15.49,394.71,2318.96,8795.55,45.28,371.74,2388.08,8147.09,370,2319,100,28.79,17.1435,0
163,42.001,100,445,549.21,1345.44,1127.03,3.91,5.72,139.09,2212.13,8333.24,42,130.81,2388.28,8096.55,330,2212,100,10.61,6.4893,0
164,41.9997,100,445,549.55,1353.44,1124.7,3.91,5.71,139.02,2212.18,8336.81,41.92,130.76,2388.28,8098.62,332,2212,100,10.62,6.3182,0
165,24.9986,60,462.54,536.43,1255.88,1043.67,7.05,9.03,175.54,1915.51,8021.35,36.61,164.18,2028.46,7883.53,307,1915,84.93,14.43,8.5366,0
166,42.0038,100,445,549.87,1353.83,1121.51,3.91,5.72,138.54,2212.18,8337.04,41.99,130.62,2388.32,8099.49,331,2212,100,10.54,6.3891,0
167,42.0048,100,445,549.52,1354.74,1118.5,3.91,5.72,138.9,2212.13,8338.22,42.13,131.09,2388.22,8096.93,330,2212,100,10.45,6.2981,0
168,10.007,100,489.05,604.7,1503.8,1305.61,10.52,15.49,394.8,2318.88,8798.59,45.37,372.01,2388.09,8146.32,368,2319,100,28.66,17.1712,0
169,35.0041,100,449.44,555.72,1363.36,1133.34,5.48,8,194.66,2223.23,8367.36,41.75,183.45,2388.34,8077.75,334,2223,100,14.76,8.9011,0
170,10.005,100,489.05,604.51,1499.83,1306.14,10.52,15.49,394.81,2318.9,8787.87,45.23,371.7,2388.15,8143.47,368,2319,100,28.64,17.1134,0
171,10.0013,100,489.05,604.7,1499.93,1303.44,10.52,15.49,394.35,2318.86,8798.39,45.23,371.43,2388.14,8143.97,369,2319,100,28.53,17.1331,0
172,19.9993,100,491.19,607.19,1478.95,1245.59,9.35,13.66,335.4,2324.02,8738.18,44.25,314.75,2388.13,8077.19,364,2324,100,24.39,14.6624,0
173,25.0022,60,462.54,537.23,1264.73,1049.73,7.05,9.03,175.09,1915.58,8029.17,36.71,165.22,2028.5,7882.46,307,1915,84.93,14.14,8.5379,0
174,20.0077,100,491.19,607.66,1479.18,1249.31,9.35,13.66,334.7,2324.04,8741.15,44.21,315.52,2388.15,8076.16,365,2324,100,24.49,14.6853,0
175,25.0058,60,462.54,537,1259.35,1052.31,7.05,9.03,176,1915.61,8027.06,36.73,165.2,2028.51,7881.81,306,1915,84.93,14.25,8.602,0
176,42.0016,100,445,550.12,1345.1,1120.48,3.91,5.71,138.97,2212.21,8338.09,42.14,130.82,2388.28,8099.85,332,2212,100,10.54,6.2461,0
177,35.0062,100,449.44,555.64,1359.2,1130.13,5.48,8,194.82,2223.28,8366.6,41.92,183.14,2388.4,8085.32,334,2223,100,14.75,8.8753,0
178,42.0019,100,445,549.54,1345.5,1115.61,3.91,5.72,138.39,2212.21,8342.14,42.06,130.15,2388.39,8100.31,330,2212,100,10.67,6.4172,0
179,25.0051,60,462.54,536.61,1264.28,1045.23,7.05,9.02,175.73,1915.6,8019.93,36.78,164.72,2028.52,7885.73,306,1915,84.93,14.3,8.5662,0
180,25.0069,60,462.54,536.84,1256.37,1036.42,7.05,9.03,175.19,1915.64,8025.38,36.62,164.19,2028.53,7893.43,307,1915,84.93,14.15,8.6615,0
181,0.0029,100,518.67,642.55,1592.4,1401.13,14.62,21.61,554.02,2388.03,9071,47.41,521.87,2388.02,8145.87,393,2388,100,38.9,23.3652,0
